ISO3_code,Location,Time,n_male_dependent,n_male_working,n_female_dependent,n_female_working,n_total_dependent,n_total_working,r_male_dependent,r_male_working,r_female_dependent,r_female_working,r_total_dependent,r_total_working,time_period
ITA,Italy,2098,8923264,9693611,9498288,9283613,18421552,18977224.000000004,0.920530440101217,1.0863301814224036,1.0231240789550362,0.9773985585612901,0.9707190050557446,1.0301642337192871,projected
ITA,Italy,2099,8871041,9638430,9446903,9230669,18317944,18869099.000000004,0.9203823651777311,1.086504954717265,1.0234256043630208,0.9771105938104795,0.9707906031973227,1.0300882566296743,projected
ITA,Italy,2100,8821946,9582008,9397231,9176547,18219177,18758555,0.9206782127503964,1.0861558209492554,1.0240486971842457,0.9765160609545515,0.9712462926915213,1.029604959653227,projected
ITA,Italy,2101,8775817,9524199,9349616,9121130,18125433,18645329,0.9214231034021862,1.0852777581847937,1.0250501856677847,0.9755619909951381,0.9721165553045483,1.0286832320088575,NA
JPN,Japan,1950,16823407,24510322,17148783,25870541,33972187,50380868,0.6863804971636032,1.4569178526085709,0.6628691297951597,1.5085934086401351,0.6743072985562694,1.4830033756731649,observed
JPN,Japan,1951,16944400.999999996,25061837,17264451,26412786,34208849,51474623,0.6761037109929331,1.4790630250074939,0.6536399075811238,1.5298943476395512,0.6645769702868927,1.504716601251331,observed
JPN,Japan,1952,17017087,25614016,17334031,26956635,34351113,52570647,0.6643662204318136,1.505193926551589,0.6430339320913014,1.5551278868717842,0.6534276247351493,1.530391373345021,observed
JPN,Japan,1953,17086377,26116680,17394551,27459533,34480927,53576212,0.6542323526573822,1.5285089401925287,0.6334612828266234,1.57862844519528,0.6435865043986313,1.5537926808058262,observed
JPN,Japan,1954,17148252,26574427,17447602,27922747,34595848,54497168,0.6452915052505177,1.549687221764644,0.6248526335893814,1.6003773469844167,0.6348191891365804,1.575251689162237,observed
JPN,Japan,1955,17147294,27074407,17442513,28426069,34589804,55500478,0.6333395963206139,1.5789317544797445,0.6136097467433854,1.6297003189849995,0.6232343440357395,1.604532884892901,observed
JPN,Japan,1956,17025393,27661833,17316575,29017757,34341965.00000001,56679594,0.6154831821882519,1.6247397637164673,0.5967578748419459,1.6757214980445037,0.60589645366902245,1.650447025963715,observed
JPN,Japan,1957,16828686,28263828,17116164,29628990,33944846,57892816,0.5954142517425453,1.679502962976432,0.5776830057318862,1.7310531728955156,0.5863395209519606,1.7054964986437118,observed
JPN,Japan,1958,16660303,28844555,16945511,30220928,33605809,59065484,0.5775891845098667,1.731334358084604,0.5607210672021719,1.7834179211237715,0.5689584969793865,1.7575974439419089,observed
JPN,Japan,1959,16551825,29401751,16835835,30786583,33387657,60188325,0.562953716600076,1.7763449649812029,0.5468562392909925,1.8286341604084384,0.5547198231550721,1.8027118524669161,observed
JPN,Japan,1960,16526622,29868310,16813381,31256527,33340004,61124837,0.5533162740041201,1.807284634452219,0.5379158407458385,1.8590268667557106,0.5454411927511561,1.8333782143517439,observed
JPN,Japan,1961,16534577.000000002,30304153,16829058,31687684,33363623.999999996,61991840.00000001,0.5456208262940067,1.8327746152804512,0.5310914486524165,1.88291489636556,0.5381938009905819,1.8580667375942137,observed
JPN,Japan,1962,16352263,30942225,16660056,32313340,33012316,63255570,0.528477283065455,1.8922289226879483,0.5155782720077838,1.9395697109301433,0.5218878906632254,1.916120335210653,observed
JPN,Japan,1963,16017768,31765357,16339090,33124489,32356864,64889847,0.5042527304194944,1.9831325438100988,0.49326315645201346,2.027315413526702,0.4986429387019513,2.005443018210912,observed
JPN,Japan,1964,15711615,32607456,16045289.999999998,33954982,31756905,66562437.99999999,0.4818411776742105,2.0753726462874758,0.47254597278243293,2.116196217083019,0.47709948665041385,2.095998901656191,observed
JPN,Japan,1965,15540882,33351968,15890262.999999998,34685639,31431143,68037605,0.46596596638615145,2.146079482490119,0.4581222505371747,2.182823468686453,0.4619672165121039,2.164655768325065,observed
JPN,Japan,1966,15435880,33954627,15796949,35279455,31232828.999999996,69234078,0.4546031384765322,2.199720845199626,0.44776624242069496,2.2333081533655643,0.4511193028381197,2.2167085152612978,observed
JPN,Japan,1967,15435747,34485115,15805352,35801635,31241102,70286758,0.44760607583880757,2.2341072965241007,0.4414701172167137,2.2651589790597515,0.4444806232206641,2.249816859853407,observed
JPN,Japan,1968,15597952,34971811,15975521,36274000,31573474.000000004,71245809,0.4460149919030501,2.242077100891194,0.4404124441748911,2.270598874365349,0.44316254448033576,2.2565083905559455,observed
JPN,Japan,1969,15783548,35433147,16170519,36714867,31954061.999999996,72148013,0.4454458419964787,2.244941821699405,0.4404351784796061,2.2704816709964595,0.44289593949039174,2.2578667150361045,observed
JPN,Japan,1970,15995511,35885166,16399070,37137090,32394581.000000004,73022258,0.44574159138625696,2.243452303586925,0.44158198717239294,2.2645851258638445,0.4436261201344938,2.2541504086748336,observed
JPN,Japan,1971,16256771,36317821,16679219.000000002,37535555,32935985,73853375,0.447625175530217,2.2340119695356475,0.4443578628316539,2.250438404819794,0.4459645209172905,2.2423308426937894,observed
JPN,Japan,1972,16602751,36694816,17051955,37870884,33654701,74565698,0.4524549462245566,2.210164809434292,0.4502655654935333,2.220911561167033,0.45134293519253316,2.215610175826551,observed
JPN,Japan,1973,16989603,37045926,17476572,38167369,34466179,75213294,0.4586092138714524,2.1805056892736103,0.45789302375020924,2.1839162165211805,0.45824583882737535,2.1822347641146993,observed
JPN,Japan,1974,17356281,37399426,17889289,38455034,35245566,75854458,0.4640788069848986,2.154806435779647,0.46520018679479,2.1496122064996546,0.46464725909715154,2.1521702332713284,observed
JPN,Japan,1975,17683156,37736188,18270494,38721805,35953655,76457987,0.46859942503996427,2.1340188369089774,0.47183993618066095,2.1193627824184724,0.4702406695588258,2.12657063655976,observed
JPN,Japan,1976,17959139,38069738,18612259,38983731,36571400,77053472,0.4717431730157954,2.119797502541742,0.4774365747598659,2.0945190479027826,0.47462364836720145,2.1069325210410317,observed
JPN,Japan,1977,18190276,38406007,18925143,39240096,37115417,77646105,0.4736310129819016,2.111348228031284,0.4822909454655769,2.073437225811187,0.4780074544627835,2.0920175839597865,observed
JPN,Japan,1978,18370151,38745729,19194616,39499040,37564763,78244756,0.4741206701776085,2.109167692742427,0.48595145603538714,2.0578187133308634,0.4800930429126778,2.0829295795104574,observed
JPN,Japan,1979,18492114,39093969,19410979,39768443,37903091,78862421,0.4730170528349271,2.114088686669355,0.4881000495795121,2.048760291791568,0.48062296996943576,2.080632975289535,observed
JPN,Japan,1980,18541723,39462215,19563058,40057202,38104787,79519415,0.46986016877157055,2.12829276977118,0.488378044976781,2.0475940929071514,0.47918847240010504,2.0868615536415414,observed
JPN,Japan,1981,18628346,39741773,19758846,40256764,38387191,79998535,0.46873464855229285,2.133403201765739,0.49082052397455495,2.0374046136095196,0.47984867472885595,2.083990334171625,observed
JPN,Japan,1982,18661628,40048788,19912079,40475654,38573705,80524441,0.46597235352041116,2.1460500659428,0.4919520015661761,2.032718632745481,0.47903101866922615,2.0875474886324765,observed
JPN,Japan,1983,18561559,40479344,19942704,40810146,38504257,81289493,0.458543967510936,2.180815954090925,0.48867024391434427,2.0463697400312415,0.4736683128285718,2.1111819661914266,observed
JPN,Japan,1984,18454720,40906162,19976384,41133460,38431106,82039629,0.451147677946418,2.2165690945189085,0.4856480344712067,2.05910439046426,0.4684456337558523,2.1347194379469587,observed
JPN,Japan,1985,18339865,41326531,20023279,41429352,38363143,82755885,0.44377944521885954,2.253371603335139,0.4833114213323925,2.069059318406341,0.46356996846810355,2.157171663437482,observed
JPN,Japan,1986,18190488,41753085,20048561,41718169,38239053,83471255,0.4356681188946877,2.2953251721449144,0.4805714507748411,2.0808560275223744,0.45811043574222043,2.182879764307971,observed
JPN,Japan,1987,18005135,42199048,20036983,42027721,38042110,84226775,0.42667159221222234,2.343722943482512,0.4767563532650272,2.0975074441097243,0.45166290648074797,2.2140405724077867,observed
JPN,Japan,1988,17804171,42646156,20000069,42347907,37804237,84994065,0.4174859511370731,2.395290182283691,0.4722799877689351,2.1173880450112446,0.4447867859949986,2.2482682298283128,observed
JPN,Japan,1989,17618397,43048328,19952846,42651082,37571237,85699410,0.40927018117869757,2.443373707608019,0.4678157051209158,2.1375939051501724,0.4384071839000992,2.2809845201530097,observed
JPN,Japan,1990,17498551,43353729,19945651,42888386,37444207,86242117,0.40362274257884484,2.477561084914974,0.46505949186336837,2.1502625309146337,0.4341754157078496,2.3032165429488196,observed
JPN,Japan,1991,17460596,43561524,19999913,43051963,37460505,86613486,0.40082610516565037,2.494847484014864,0.46455287067862616,2.1526075138426854,0.4325019893553297,2.312128093307872,observed
JPN,Japan,1992,17481364,43701173,20100724,43161422,37582091,86862605,0.4000204754229366,2.499872035156982,0.46571042075490465,2.147257083874193,0.43266133913437205,2.311276533282834,observed
JPN,Japan,1993,17526582,43797314,20223292,43232392,37749869,87029709,0.40017481437331975,2.498907887459175,0.46778101012777645,2.1377524490078073,0.4337584192083188,2.305430755269641,observed
JPN,Japan,1994,17613616,43852392,20389036,43264228,38002647,87116616,0.40165690391529846,2.489687069367244,0.4712677642138905,2.1219359267402345,0.4362273093803368,2.292382843752963,observed
JPN,Japan,1995,17734950,43858476,20590143,43250395,38325100,87108872,0.40436767570309556,2.472996879043922,0.4760683226130074,2.100538835500074,0.4399678140706494,2.2728935345243717,observed
JPN,Japan,1996,17899973,43808365,20834450,43183436,38734427,86991798,0.4085971480560847,2.447398384343932,0.4824639243621096,2.072693831610626,0.44526527661837734,2.2458521975812364,observed
JPN,Japan,1997,18109496,43717996,21126105,43074384,39235603,86792384,0.4142343578603191,2.414092363476046,0.49045634639836055,2.038917443608275,0.4520627408967128,2.2120823273698633,observed
JPN,Japan,1998,18322924,43610135,21425656,42949676,39748583,86559808,0.42015288418621033,2.380086005923509,0.4988548924094328,2.0045909446133177,0.4592036872355354,2.177682862304802,observed
JPN,Japan,1999,18531909,43487958,21717876,42817319,40249789,86305272,0.42613886354470815,2.3466529001410485,0.5072217622967005,1.9715242411366565,0.46636535714759114,2.1442416008690133,observed
JPN,Japan,2000,18767287,43340256,22034868,42661455,40802149,86001715,0.4330220615217409,2.3093511598133496,0.5165053090664629,1.93608852115656,0.4744341319239971,2.1077741517977397,observed
JPN,Japan,2001,19052282,43148757,22397744,42466949,41450029,85615704,0.44154880290062587,2.264755319074114,0.5274158970073409,1.8960368955016185,0.4841404913285535,2.065516142340938,observed
JPN,Japan,2002,19338369,42942598,22757953,42262832,42096318,85205430,0.450330671656149,2.2205904748223597,0.5384862282773667,1.857057706376316,0.49405675201686094,2.024058968767767,observed
JPN,Japan,2003,19581357,42760567,23074039,42086389,42655395,84846955,0.45793024680893496,2.183738695944311,0.5482541873573425,1.82397147720865,0.5027333626763624,1.9891259944961244,observed
JPN,Japan,2004,19803607,42582932,23364851,41919910,43168449,84502837,0.4650597333222616,2.150261414498884,0.557368825457879,1.7941441184452667,0.5108520676057302,1.9575138546209987,observed
JPN,Japan,2005,20069475,42341046,23700520,41687334,43769992,84028385,0.4739957298173502,2.109723647479568,0.5685304797855387,1.7589206481545554,0.5208953141251019,1.9197715411965348,observed
JPN,Japan,2006,20406403.000000004,42019382,24112593,41363795,44518996,83383173,0.48564262558644966,2.0591273239090686,0.582939573121857,1.7154436687916557,0.5339086340597761,1.872979637725882,observed
JPN,Japan,2007,20768422,41677273,24551803,41008930,45320225,82686202,0.49831528084862936,2.00676165960033,0.5986940649268342,1.670302176992867,0.5480990044747731,1.8244878969599116,observed
JPN,Japan,2008,21105976,41345667,24965357,40660631,46071330,82006298,0.5104761280063519,1.9589554636089799,0.6139933489964777,1.628682137411454,0.561802338644771,1.7799854703565101,observed
JPN,Japan,2009,21392513,41051421,25324150,40348949,46716668,81400368,0.5211150425219141,1.9189620686452313,0.6276284916367958,1.5932992420278667,0.5739122457038524,1.7424266645044122,observed
JPN,Japan,2010,21577553,40837474,25566433,40123967,47143984,80961447,0.5283762898753238,1.8925906009824192,0.6371860738495773,1.5694002757443715,0.5823016478448069,1.717322978049543,observed
JPN,Japan,2011,21721750,40626696,25750471,39908332,47472218,80535037,0.5346669096595992,1.8703233395099383,0.6452404725910369,1.549809787945238,0.589460435710733,1.6964666997442588,observed
JPN,Japan,2012,22037105,40221303,26103613,39491673,48140718,79712972,0.5478963473659717,1.8251627425653234,0.6609903054752834,1.5128814926883876,0.6039257700741606,1.6558326363142317,observed
JPN,Japan,2013,22511353,39648635,26624185,38894754,49135532.99999999,78543389,0.5677711981761793,1.7612728564116071,0.6845186628510365,1.4608805490196226,0.625584579753746,1.5985048742627865,observed
JPN,Japan,2014,22980832,39068191,27144191,38283521,50125023,77351708,0.5882236011388395,1.7000337933805008,0.709030681895743,1.4103762016705528,0.6480144303988737,1.5431755113608625,observed
JPN,Japan,2015,23346599,38580811,27555915,37767611,50902513,76348420,0.6051349983285732,1.6525238215639033,0.7296176345387587,1.370580907946624,0.6667133779585747,1.4998949069567549,observed
JPN,Japan,2016,23583730,38206600,27837362,37366165,51421089,75572766,0.6172684824087985,1.6200405957836186,0.7449884675079714,1.3423026578452368,0.6804182474940774,1.4696842768149077,observed
JPN,Japan,2017,23730272,37884210,28030390,37017595,51760661,74901804,0.626389516898993,1.5964507275769952,0.7572180202414555,1.320623616011051,0.6910469205788421,1.4470797426640283,observed
JPN,Japan,2018,23800633,37599778,28143890,36711566,51944528,74311341,0.6329992959000982,1.5797805881885576,0.7666218869551901,1.3044240153013673,0.6990121198324223,1.430590359777646,observed
JPN,Japan,2019,23818930,37339745,28198277,36434738,52017202,73774477,0.6378975003712531,1.5676499742011922,0.7739393377825305,1.2920909316551503,0.7050839818220602,1.418270767428052,observed
JPN,Japan,2020,23788957,37092652,28186225,36176927,51975180,73269581,0.6413388020894273,1.5592382633673265,0.7791215931635099,1.2834967080550874,0.7093691446113224,1.409703266058915,observed
JPN,Japan,2021,23694677,36872882,28095606,35949361,51790281,72822245,0.6426044213197114,1.5561673197739727,0.7815328344779202,1.279536771693054,0.7111876460276665,1.406098665500579,observed
JPN,Japan,2022,23627609,36773893,28030540,35846268,51658149,72620161,0.6425104081311164,1.5563950207572843,0.7819653638699572,1.2788290200616896,0.7113472111415452,1.4057832579328384,projected
JPN,Japan,2023,23469842,36608378,27869144,35677710,51338986,72286088,0.6411057599984354,1.5598050468341456,0.7811360090095468,1.2801867900930146,0.7102194546757046,1.408015499176396,projected
JPN,Japan,2024,23342620,36406613,27742890,35471829,51085510,71878442,0.6411642851808269,1.559662668543634,0.7821105023933218,1.2785917040366017,0.7107208862429156,1.4070221086174923,projected
JPN,Japan,2025,23214637,36202787,27615643,35265845,50830280,71468632,0.6412389466037518,1.5594810722218055,0.783070503485738,1.277024221380614,0.7112250308638901,1.4060247553230083,projected
JPN,Japan,2026,23080504,35998385,27485394,35057620,50565898,71056005,0.6411538739862913,1.559687994681572,0.7840062731012544,1.275499998290001,0.7116344072538274,1.405215922398926,projected
JPN,Japan,2027,22959898,35778835,27367067,34837273,50326965.00000001,70616108,0.6417173169556807,1.558318551763601,0.7855685776553176,1.2729633394766053,0.7126839247498603,1.4031465636761522,projected
JPN,Japan,2028,22855814,35539555,27264629,34598127,50120443,70137682,0.6431091779286487,1.554945931919117,0.7880377166081852,1.2689747951457546,0.714600790485206,1.3993827229340332,projected
JPN,Japan,2029,22774346,35273365,27183887,34334752,49958233,69608117,0.6456527751179963,1.5488201066234788,0.7917309843973825,1.2630552797692252,0.7177070024750131,1.3933262411422758,projected
JPN,Japan,2030,22731094,34966399,27141077,34029274,49872171,68995673,0.6500839277158624,1.5382629186259138,0.7975802539895503,1.253792323716557,0.722830415756652,1.383450361525268,projected
JPN,Japan,2031,22699896,34643583,27112525,33705755,49812421,68349338,0.6552410009091727,1.5261560229174618,0.8043885977335326,1.2431802275885406,0.7287915648868465,1.3721344320927504,projected
JPN,Japan,2032,22524280,34463008,26930180,33532133,49454460,67995141,0.6535784688324362,1.5300381632620446,0.8031156264350973,1.2451507193787787,0.7273234421265484,1.3749041239152142,projected
JPN,Japan,2033,22603331.000000004,34024410,27010292,33092531.000000004,49613623,67116941,0.6643269053012234,1.5052830045270762,0.8162050826514297,1.2251822749639285,0.7392116246775906,1.3527925787641029,projected
JPN,Japan,2034,22671669,33595525,27071579,32667049,49743248,66262573.99999999,0.6748419320727984,1.4818284882334865,0.828712106808301,1.206691674689533,0.7506989994080219,1.3320918248040416,projected
JPN,Japan,2035,22755762,33149055.999999996,27149888,32221627,49905650,65370683,0.6864678740776208,1.4567324091366396,0.8425982958588651,1.1868051536713522,0.7634255557648068,1.309885413775795,projected
JPN,Japan,2036,22851551,32688027,27237988,31760218,50089539,64448245,0.6990801555566508,1.430451132179168,0.8576133828804324,1.166026580230522,0.7772056322092246,1.2866607736198172,projected
JPN,Japan,2037,22977404,32195410,27349921,31269392,50327325,63464802,0.7136857086149858,1.4011769998038073,0.8746547102674718,1.1433083115669695,0.792995856191279,1.2610406374668235,projected
JPN,Japan,2038,23133650,31671675,27488076,30747956,50621726,62419631,0.7304207939744267,1.3690738383264205,0.8939805950028029,1.118592512622564,0.8109904718917675,1.2330601094083595,projected
JPN,Japan,2039,23317985,31120029,27651638,30198123,50969623,61318152,0.7492918788732492,1.3345934050476487,0.9156740635833558,1.0920916511347356,0.8312322099987618,1.203033265519739,projected
JPN,Japan,2040,23476010,30597597,27782851,29677200,51258861,60274797,0.7672501209817227,1.303355936549695,0.9361682031997627,1.0681841111266803,0.8504194713422262,1.1758902914366358,projected
JPN,Japan,2041,23585315,30126642,27861916,29206872,51447231,59333514,0.7828723493311999,1.2773474511576377,0.95395070036942,1.0482722006627254,0.8670855226946443,1.1532887746669982,projected
JPN,Japan,2042,23655941,29696856,27896294,28780578,51552235,58477434,0.7965806548679766,1.2553656605754977,0.9692749742552078,1.0316989776491459,0.8815748481713476,1.1343336326737337,projected
JPN,Japan,2043,23692175,29303344,27894462,28389630,51586637,57692974,0.8085143797922858,1.2368363816323322,0.9825581383061349,1.017751480562701,0.8941580477373207,1.1183705190939273,projected
JPN,Japan,2044,23704134,28934930,27865814,28023431,51569948.00000001,56958361,0.8192220959235083,1.2206702003962686,0.9943755281071757,1.0056562855117026,0.9053973305165858,1.104487462349196,projected
JPN,Japan,2045,23687850,28599189,27806175,27689567,51494025,56288756,0.8282699904532258,1.2073357860675409,1.0042112612306289,0.9958063991181815,0.914819027089531,1.0931123756591177,projected
JPN,Japan,2046,23647635,28289624,27723143,27381403,51370778,55671027,0.835911958391529,1.1962982344746103,1.012480733730116,0.9876731148412717,0.9227560684303524,1.0837100228460625,projected
JPN,Japan,2047,23575226,28015934,27608114,27107627,51183340,55123561,0.8414934872419387,1.1883633268245235,1.018462958782781,0.9818717424884582,0.9285202020965226,1.0769824907870413,projected
JPN,Japan,2048,23497023,27749683,27491177,26840292,50988200,54589975,0.8467492403426735,1.180987182929514,1.0242502950414996,0.9763238583782717,0.934021310689371,1.0706393832298453,projected
JPN,Japan,2049,23417550,27485394,27374359,26577759,50791909,54063153,0.8519997930537215,1.1737092052755307,1.0299724292029286,0.9708997752239604,0.9394921713130568,1.0644048247920745,projected
JPN,Japan,2050,23332629,27228135,27255520,26323219,50588149,53551354,0.8569308547941312,1.166955296807745,1.035417438877821,0.9657940483248898,0.9446661049877468,1.0585750824763327,projected
JPN,Japan,2051,23235515,26982515,27127650,26083531,50363165,53066046,0.8611322925235101,1.1612617581318943,1.040029818048791,0.9615108938665899,0.9490657170877211,1.0536678145624883,projected
JPN,Japan,2052,23115926,26759039,26982429,25866767,50098355,52625806,0.8638548641451586,1.1576018628888154,1.0431310955868587,0.958652277005899,0.951973163128371,1.0504497802372952,projected
JPN,Japan,2053,22998626,26531975,26845022,25647698,49843648,52179673,0.8668267628022415,1.1536330474698793,1.046683487929404,0.9553986582689334,0.9552311299459465,1.0468670551561556,projected
JPN,Japan,2054,22872492,26311031,26705590,25433485,49578082,51744516,0.8693118867139794,1.1503351274535367,1.050016936334128,0.95236559087442,0.9581321042794178,1.0436974145147446,projected
JPN,Japan,2055,22720425,26111036,26543907,25241458,49264332,51352494,0.8701464392297571,1.1492318475556687,1.0515995946034495,0.950932279863699,0.9593366974542659,1.042386893625189,projected
JPN,Japan,2056,22552479,25921803,26370371,25060831,48922850,50982634,0.8700196896026098,1.1493992744655699,1.0522544523763,0.9503404787137807,0.959598321263668,1.0421026984323276,projected
JPN,Japan,2057,22387927,25725721,26198673,24878150,48586600,50603871,0.8702545985008544,1.1490890157002924,1.0530796301171912,0.9495958058639078,0.9601360338619154,1.0415190813928121,projected
JPN,Japan,2058,22215477,25532848,26021905,24697724,48237382,50230572,0.8700743841815062,1.1493270209773123,1.0536155072426916,0.9491128339758369,0.9603191856943217,1.0413204431368188,projected
JPN,Japan,2059,22039953,25340506,25843526,24515856,47883479,49856362,0.8697518905107894,1.1497531777858148,1.0541555636482773,0.9486265922072707,0.9604286610402901,1.041201747266526,projected
JPN,Japan,2060,21883213,25124787,25685615,24309456,47568828,49434243,0.8709810355805205,1.1481306241455493,1.0566100286242524,0.9464229686538553,0.9622647200241339,1.03921507168518,projected
JPN,Japan,2061,21709958,24923963,25511789,24114133,47221747,49038096,0.8710475938356994,1.148042893496155,1.0579600353037781,0.9452152885083833,0.962960450177348,1.0384642482625641,projected
JPN,Japan,2062,21551575,24707708,25348797,23903914,46900372,48611622,0.8722611988129373,1.1464455846034454,1.0604454567565795,0.9429999380246724,0.9647975128252252,1.036486917417201,projected
JPN,Japan,2063,21395110,24490110,25183216,23691454,46578326,48181564,0.8736224541253592,1.144659223532854,1.0629662493488157,0.9407636419431101,0.9667250735156709,1.034420258040188,projected
JPN,Japan,2064,21247694,24263572,25020215,23471647,46267909,47735219,0.8757034619634735,1.1419390734825154,1.0659761115187187,0.9381073264158601,0.9692614796634745,1.0317133415300872,projected
JPN,Japan,2065,21097901,24040493,24847738,23256275,45945639,47296768,0.8775985168024634,1.1394732111028485,1.0684315523444747,0.9359513932415096,0.9714329528816854,1.029407121750989,projected
JPN,Japan,2066,20966922,23802612,24686533,23026555,45653455,46829167,0.8808664360029058,1.1352458887384616,1.0720897242336076,0.9327577509567666,0.9748935956943244,1.025752968751215,projected
JPN,Japan,2067,20829058,23576429,24513211,22806785,45342269,46383214,0.8834695873577801,1.131900876170204,1.074820979809298,0.930387495950653,0.9775577216361074,1.0229574968998574,projected
JPN,Japan,2068,20691527,23354667,24333606,22592333,45025133,45947000,0.8859696864870733,1.12870678901562,1.0770736249328479,0.9284416374621993,0.9799362961673233,1.0204744980986509,projected
JPN,Japan,2069,20552298,23143923,24146460,22388174,44698758,45532097,0.8880213609421359,1.1260990376842532,1.0785363737123002,0.9271824524174558,0.9816977680601884,1.01864344866137,projected
JPN,Japan,2070,20416947,22936365,23957148,22186123,44374095,45122488,0.8901561777552807,1.123398370970939,1.079825799216925,0.9260752991132333,0.9834141902813516,1.016865538328162,projected
JPN,Japan,2071,20280297,22740002,23762561,21994195,44042858,44734197,0.8918335627235212,1.1212854525749796,1.0804014877562012,0.9255818427988464,0.9845456262465156,1.0156969604470263,projected
JPN,Japan,2072,20162070,22534204,23583128,21792193,43745198,44326397,0.8947318485267994,1.1176532965117174,1.0821824127567152,0.9240586320864644,0.9868881966652963,1.0132860068435396,projected
JPN,Japan,2073,20056294,22326085,23412342,21588995,43468636,43915080,0.898334571421725,1.1131710075650065,1.0844572431463346,0.9221202646023196,0.9898339249296596,1.0102704855979379,projected
JPN,Japan,2074,19959908,22117198,23251827,21384073,43211735,43501271,0.9024609717740918,1.1080811594923183,1.087343229701844,0.9196728067863226,0.993344194471927,1.0067004021014199,projected
JPN,Japan,2075,19868566,21915309,23094008,21186648,42962574,43101957,0.9066067012790008,1.1030141279446137,1.0900265110365737,0.9174088793941702,0.9967662025183682,1.00324428885476,projected
JPN,Japan,2076,19782384,21716082,22943351,20993223,42725735,42709305,0.9109554845114326,1.0977484816794578,1.0928932160631075,0.9150024771882713,1.000384693686774,0.9996154542455501,projected
JPN,Japan,2077,19691450,21530639,22790208,20811975,42481658,42342614,0.9145780578086884,1.0934003844308062,1.0950526319582836,0.9131981156117575,1.003283784038463,0.9967269639052223,projected
JPN,Japan,2078,19604123,21349300,22647027,20633702,42251150,41983002,0.9182560083937178,1.0890209166714573,1.097574589378096,0.9110998101428502,1.0063870611253574,0.9936534745208119,projected
JPN,Japan,2079,19522644,21169239,22514597,20456141,42037241,41625380,0.9222175629459329,1.084342827744029,1.1006277772528066,0.9085723808425262,1.0098944682306805,0.9902024730880886,projected
JPN,Japan,2080,19437079,20998433,22381475,20289326,41818554,41287759,0.925644261169393,1.0803286337417264,1.1031157466738915,0.9065231849107355,1.01285598959246,0.987307189052974,projected
JPN,Japan,2081,19356853,20829275,22257097,20123660,41613950.00000001,40952935,0.9293099735828538,1.0760672202242794,1.1060163509023708,0.9041457652810696,1.0161408455828624,0.9841155429849845,projected
JPN,Japan,2082,19266625,20675699,22129200,19972291,41395825,40647990,0.931848785378429,1.0731354868847034,1.1079950717721867,0.90253109014334,1.0183978346776803,0.9819345308373489,projected
JPN,Japan,2083,19145446,20555863,21976622,19853306,41122068,40409169,0.9313861451596559,1.0736685371549977,1.1069502479838873,0.9033829675916527,1.0176420109010407,0.9826638339297528,projected
JPN,Japan,2084,19013211,20450385,21817768,19748251,40830979,40198636,0.9297238658343108,1.0755881791876185,1.1047949512085906,0.9051453384232521,1.0157304591130902,0.984513156052418,projected
JPN,Japan,2085,18869179,20360732,21649862,19659549,40519041,40020281,0.9267436455624484,1.0790470533985608,1.1012389958691322,0.9080680976165113,1.0124626811091104,0.9876907254542378,projected
JPN,Japan,2086,18732521,20266329,21489214,19568194,40221735,39834523,0.9243174232491735,1.0818794224226413,1.0981705312202037,0.9106053855669174,1.0097205130333806,0.9903730657068871,projected
JPN,Japan,2087,18594123,20174473,21331428,19479358,39925551,39653831,0.9216658596236936,1.0849919084648414,1.0950785955060736,0.9131764643229698,1.0068523013577175,0.9931943331226663,projected
JPN,Japan,2088,18458198,20083226,21176884,19391048,39635082,39474274,0.9190853102982559,1.088038279793076,1.0920958990973568,0.9156705018547581,1.0040737417995327,0.995942786241744,projected
JPN,Japan,2089,18327372,19989555,21028972,19300340,39356344,39289895,0.9168474235669578,1.0906940176693092,1.0895648470441455,0.9177975984750942,1.0016912491112537,0.9983116063829506,projected
JPN,Japan,2090,18198200,19894828,20884423,19208576,39082623,39103404,0.9147201473669437,1.093230539284105,1.0872447286045566,0.9197561263722729,0.9994685628903304,1.0005317196852423,projected
JPN,Japan,2091,18072716,19799535,20744086,19116272,38816802,38915807,0.9127848709578281,1.0955483946076505,1.0851533185968476,0.9215287672833598,0.997455918105463,1.0025505707554165,projected
JPN,Japan,2092,17952817,19700287,20608932,19020042,38561749,38720329,0.9112972313550558,1.0973368134928352,1.083537670421548,0.9229028462028018,0.9959044769480137,1.0041123653390305,projected
JPN,Japan,2093,17837405,19598363,20479390,18921272,38316795,38519635,0.9101476995808271,1.0987227682502025,1.0823474235770194,0.9239177534096475,0.9947341141732001,1.0052937621740023,projected
JPN,Japan,2094,17726821,19493705,20353711,18819867,38080532,38313572,0.9093613040722632,1.099672919357622,1.0815013198552361,0.9246405729156713,0.9939175600750564,1.0061196624038762,projected
JPN,Japan,2095,17621988,19386130,20233150,18715655,37855138,38101785,0.9089997848977593,1.1001102713269355,1.0810815865113992,0.9249995675413861,0.9935266287393096,1.0065155488272162,projected
JPN,Japan,2096,17522299,19276622,20116871,18609485,37639170,37886107,0.9089921979068739,1.100119453503219,1.0810009519339197,0.9250685655835841,0.9934821226155539,1.0065606388238637,projected
JPN,Japan,2097,17424956,19165865,20003111,18502147,37428067,37668012,0.9091661659935514,1.0999089466854324,1.0811237744462845,0.924963471931941,0.993630006276944,1.0064108306742103,projected
